Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
LKTUQMCS,journalArticle,2013,"Tsui, Martin Tsz Ki; Blum, Joel D.; Finlay, Jacques C.; Balogh, Steven J.; Yun Kwon, Sae; Nollet, Yabing H.",Photodegradation of methylmercury in stream ecosystems,Limnology and Oceanography,,00243590,10.4319/lo.2013.58.1.0013,http://www.aslo.org/lo/toc/vol_58/issue_1/0013.html,"Photodegradation is an important sink for highly toxic methylmercury (MeHg) in aquatic ecosystems. Lakes have been extensively studied for MeHg photodegradation, but much less is known about streams, mainly because of the heterogeneity in sunlight availability along stream reaches and because there has been a lack of tools with which to integrate this longitudinal variability. We utilize odd-mass anomalies of stable Hg isotopes (i.e., Δ199Hg) as a proxy for estimating the relative extent of MeHg photodegradation in streams. In a northern California stream network, levels of MeHg in water and biota increased with increasing stream size in headwater and intermediate streams (drainage areas ranging from 0.6 to 150 km2), but MeHg levels decreased substantially in larger streams (drainage areas up to 1212 km2). In smaller streams, the increase of MeHg levels is attributed to increasing in situ MeHg production and is accompanied by only a small increase in Δ199Hg, indicating that the rate of MeHg photodegradation is low relative to the rate of in situ MeHg production. In larger streams, decreasing MeHg levels coincided with significant increases in Δ199Hg of MeHg (an average increase of 1.5‰ ± 0.5‰, n = 4), indicating that increasing MeHg photodegradation reduced MeHg levels in these wider, more open channels. Our findings clearly indicate that increasing sunlight availability in stream channels substantially increases MeHg photodegradation, which can reduce MeHg contamination in stream food webs.",2013,2/7/2024 6:49,2024-02-07T06:49:21Z,3/31/2014 5:57,13-22,,1,58,,,,,,,,,,,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ZFT23H7,journalArticle,2014,"Bode, Collin A.; Limm, Michael P.; Power, Mary E.; Finlay, Jacques C.",Subcanopy Solar Radiation model: Predicting solar radiation across a heavily vegetated landscape using LiDAR and GIS solar radiation models,Remote Sensing of Environment,,0034-4257,10.1016/j.rse.2014.01.028,https://www.sciencedirect.com/science/article/pii/S0034425714001023,"Solar radiation flux, irradiance, is a fundamental driver of almost all hydrological and biological processes. Ecological models of these processes often require data at the watershed scale. GIS-based solar models that predict insolation at the watershed scale take topographic shading into account, but do not account for vegetative shading. Most methods that quantify subcanopy insolation do so only at a single point. Further, subcanopy model calibration requires significant field effort and knowledge of characteristics (species composition, leaf area index & mean leaf angle for each species), and upscaling to watersheds is a significant source of uncertainty. We propose an approach to modeling insolation that uses airborne LiDAR data to estimate canopy openness as a Light Penetration Index (LPI). We couple LPI with the GRASS GIS r.sun solar model to produce the Subcanopy Solar Radiation model (SSR). SSR accounts for both topographic shading and vegetative shading at a landscape scale. After calibrating the r.sun model to a weather station at our study site, we compare SSR model predictions to black thermopile pyranometer field measurements and to hemispherical photographs using Gap Light Analyzer software, a standard method for point estimation of subcanopy radiation. Both SSR and hemispherical models exhibit a similar linear relationship with pyranometer data, and the models predict similar total solar radiation flux across the range of canopy openness. This approach allows prediction of light regimes at watershed scales with resolution that was previously possible only for local point measurements.",11/1/2014,2/7/2024 6:49,2024-02-07T06:49:21Z,2/17/2022 18:10,387-397,,,154,,Remote Sensing of Environment,Subcanopy Solar Radiation model,,,,,,,en,,,,,ScienceDirect,,,,,,,Angelo Reserve; Insolation; Irradiance; LiDAR; Radiative transfer; Solar model; Subcanopy; Vegetation shading; Watershed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLWV8FZE,journalArticle,2014,"Dralle, David N.; Boisramé, Gabrielle F.S.; Thompson, Sally E.",Spatially variable water table recharge and the hillslope hydrologic response: Analytical solutions to the linearized hillslope Boussinesq equation,Water Resources Research,,1944-7973,10.1002/2013WR015144,https://onlinelibrary.wiley.com/doi/abs/10.1002/2013WR015144,"The linearized hillslope Boussinesq equation, introduced by Brutsaert (1994), describes the dynamics of saturated, subsurface flow from hillslopes with shallow, unconfined aquifers. In this paper, we use a new analytical technique to solve the linearized hillslope Boussinesq equation to predict water table dynamics and hillslope discharge to channels. The new solutions extend previous analytical treatments of the linearized hillslope Boussinesq equation to account for the impact of spatiotemporal heterogeneity in water table recharge. The results indicate that the spatial character of recharge may significantly alter both steady state subsurface storage characteristics and the transient hillslope hydrologic response, depending strongly on similarity measures of controls on the subsurface flow dynamics. Additionally, we derive new analytical solutions for the linearized hillslope-storage Boussinesq equation and explore the interaction effects of recharge structure and hillslope morphology on water storage and base flow recession characteristics. A theoretical recession analysis, for example, demonstrates that decreasing the relative amount of downslope recharge has a similar effect as increasing hillslope convergence. In general, the theory suggests that recharge heterogeneity can serve to diminish or enhance the hydrologic impacts of hillslope morphology.",2014,2/7/2024 6:49,2024-02-07T06:49:21Z,2/17/2022 18:11,8515-8530,,11,50,,,Spatially variable water table recharge and the hillslope hydrologic response,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/2013WR015144,,,,ERCZO; hillslope Boussinesq equation; hillslope-storage Boussinesq equation; hydraulic groundwater theory; water table recharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJUPVXBX,journalArticle,2014,"Kim, Hyojin; Bishop, James K. B.; Dietrich, William E.; Fung, Inez Y.",Process dominance shift in solute chemistry as revealed by long-term high-frequency water chemistry observations of groundwater flowing through weathered argillite underlying a steep forested hillslope,Geochimica et Cosmochimica Acta,,0016-7037,10.1016/j.gca.2014.05.011,https://www.sciencedirect.com/science/article/pii/S0016703714003408,"Significant solute flux from the weathered bedrock zone – which underlies soils and saprolite – has been suggested by many studies. However, controlling processes for the hydrochemistry dynamics in this zone are poorly understood. This work reports the first results from a four-year (2009–2012) high-frequency (1–3day) monitoring of major solutes (Ca, Mg, Na, K and Si) in the perched, dynamic groundwater in a 4000m2 zero-order basin located at the Angelo Coast Range Reserve, Northern California. Groundwater samples were autonomously collected at three wells (downslope, mid-slope, and upslope) aligned with the axis of the drainage. Rain and throughfall samples, profiles of well headspace pCO2, vertical profiles and time series of groundwater temperature, and contemporaneous data from an extensive hydrologic and climate sensor network provided the framework for data analysis. All runoff at this soil-mantled site occurs by vertical unsaturated flow through a 5–25m thick weathered argillite and then by lateral flows to the adjacent channel as groundwater perched over fresher bedrock. Driven by strongly seasonal rainfall, over each of the four years of observations, the hydrochemistry of the groundwater at each well repeats an annual cycle, which can be explained by two end-member processes. The first end-member process, which dominates during the winter high-flow season in mid- and upslope areas, is CO2 enhanced cation exchange reaction in the vadose zone in the more shallow conductive weathered bedrock. This process rapidly increases the cation concentrations of the infiltrated rainwater, which is responsible for the lowest cation concentration of groundwater. The second-end member process occurs in the deeper perched groundwater and either dominates year-round (at the downslope well) or becomes progressively dominant during low flow season at the two upper slope wells. This process is the equilibrium reaction with minerals such as calcite and clay minerals, but not with primary minerals, suggesting the critical role of the residence time of the water. Collectively, our measurements reveal that the hydrochemistry dynamics of the groundwater in the weathered bedrock zone is governed by two end-member processes whose dominance varies with critical zone structure, the relative importance of vadose versus groundwater zone processes, and thus with the seasonal variation of the chemistry of recharge and runoff.",9/1/2014,2/7/2024 6:49,2024-02-07T06:49:21Z,2/17/2022 18:11,19-Jan,,,140,,Geochimica et Cosmochimica Acta,,,,,,,,en,,,,,ScienceDirect,,,,,,ERCZO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3J2YNIYJ,journalArticle,2014,"Link, Percy; Simonin, Kevin; Maness, Holly; Oshun, Jasper; Dawson, Todd; Fung, Inez","Species differences in the seasonality of evergreen tree transpiration in a Mediterranean climate: Analysis of multiyear, half-hourly sap flow observations",Water Resources Research,,1944-7973,10.1002/2013WR014023,https://onlinelibrary.wiley.com/doi/abs/10.1002/2013WR014023,"In Mediterranean climates, the season of water availability (winter) is out of phase with the season of light availability and atmospheric moisture demand (summer). We investigate the seasonality of evergreen tree transpiration in a Mediterranean climate, using observations from a small (4000 m2), forested, steep (32°) hillslope, in the northern California Coast Range. We analyze 3 years of half-hourly measurements from 39 sap flow sensors in 26 trees, six depth profiles of soil moisture measured by TDR, and spatially distributed measurements of micrometeorology from five locations. The sap flow measurements show that two common evergreen tree species have different seasons of peak transpiration. Douglas-firs (Pseudotsuga menziesii) maintain significant transpiration through the winter rainy season and transpire maximally in the spring, followed by a sharp decline in transpiration in the summer dry season. Pacific madrones (Arbutus menziesii), and to a lesser extent other broadleaf evergreen species (Quercus wislizeni, Notholithocarpus densiflorus, Umbellularia californica), in contrast, transpire maximally in the summer dry season. The seasonal patterns are quantified using principal component analysis. Markov chain Monte Carlo estimation of response to environmental variables shows that the difference in transpiration seasonality arises from different sensitivities to atmospheric evaporative demand and root-zone moisture. The different sensitivities to atmospheric evaporative demand also create species differences in transpiration variability at synoptic time scales. Using the sap flow measurements and a regional forest inventory, a bottom-up regional transpiration estimate is constructed. The estimate suggests that sensitivity of Douglas-fir transpiration to water stress suppresses dry season evapotranspiration at the regional scale.",2014,2/7/2024 6:49,2024-02-07T06:49:21Z,2/17/2022 18:11,1869-1894,,3,50,,,Species differences in the seasonality of evergreen tree transpiration in a Mediterranean climate,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/2013WR014023,,,,ERCZO; Mediterranean climate; evapotranspiration; forest drought response; sap flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGAVNXBG,journalArticle,2014,"Tewksbury, Joshua J.; Anderson, John G. T.; Bakker, Jonathan D.; Billo, Timothy J.; Dunwiddie, Peter W.; Groom, Martha J.; Hampton, Stephanie E.; Herman, Steven G.; Levey, Douglas J.; Machnicki, Noelle J.; del Rio, Carlos Martínez; Power, Mary E.; Rowell, Kirsten; Salomon, Anne K.; Stacey, Liam; Trombulak, Stephen C.; Wheeler, Terry A.",Natural History's Place in Science and Society,BioScience,,0006-3568,10.1093/biosci/biu032,https://doi.org/10.1093/biosci/biu032,"The fundamental properties of organisms—what they are, how and where they live, and the biotic and abiotic interactions that link them to communities and ecosystems—are the domain of natural history. We provide examples illustrating the vital importance of natural history knowledge to many disciplines, from human health and food security to conservation, management, and recreation. We then present several lines of evidence showing that traditional approaches to and support for natural history in developed economies has declined significantly over the past 40 years. Finally, we argue that a revitalization of the practice of natural history—one that is focused on new frontiers in a rapidly changing world and that incorporates new technologies—would provide significant benefits for both science and society.",4/1/2014,2/7/2024 6:49,2024-02-07T06:49:21Z,2/18/2022 16:19,300-310,,4,64,,BioScience,,,,,,,,,,,,,Silverchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACXS33H7,journalArticle,2015,"Carah, Jennifer K.; Howard, Jeanette K.; Thompson, Sally E.; Short Gianotti, Anne G.; Bauer, Scott D.; Carlson, Stephanie M.; Dralle, David N.; Gabriel, Mourad W.; Hulette, Lisa L.; Johnson, Brian J.; Knight, Curtis A.; Kupferberg, Sarah J.; Martin, Stefanie L.; Naylor, Rosamond L.; Power, Mary E.",High Time for Conservation: Adding the Environment to the Debate on Marijuana Liberalization,BioScience,,0006-3568,10.1093/biosci/biv083,https://doi.org/10.1093/biosci/biv083,"The liberalization of marijuana policies, including the legalization of medical and recreational marijuana, is sweeping the United States and other countries. Marijuana cultivation can have significant negative collateral effects on the environment that are often unknown or overlooked. Focusing on the state of California, where by some estimates 60%–70% of the marijuana consumed in the United States is grown, we argue that (a) the environmental harm caused by marijuana cultivation merits a direct policy response, (b) current approaches to governing the environmental effects are inadequate, and (c) neglecting discussion of the environmental impacts of cultivation when shaping future marijuana use and possession policies represents a missed opportunity to reduce, regulate, and mitigate environmental harm.",8/1/2015,2/7/2024 6:49,2024-02-07T06:49:21Z,2/17/2022 18:06,822-829,,8,65,,BioScience,High Time for Conservation,,,,,,,,,,,,Silverchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JQQWIJ97,journalArticle,2015,"Uno, Hiromi; Power, Mary E.",Mainstem-tributary linkages by mayfly migration help sustain salmonids in a warming river network,Ecology Letters,,1461-0248,10.1111/ele.12483,https://onlinelibrary.wiley.com/doi/abs/10.1111/ele.12483,"Animal migrations can link ecosystems across space. We discovered an aquatic insect that migrates between a river mainstem and its tributaries, and provides an important trophic subsidy for tributary predators. A mayfly, Ephemerella maculata, rears in a warm, sunlit productive river mainstem, then migrates as adults to cool, shaded unproductive tributaries where they oviposit and die. This migration tripled insect flux into a tributary for 1 month in summer. A manipulative field experiment showed that this E. maculata subsidy nearly tripled the growth of the young of the year steelhead trout (Oncorhynchus mykiss) in the recipient tributary over the summer months, and was more important than terrestrial invertebrate subsidies, which have been considered the primary food source for predators in small, forested creeks. By delivering food subsidies from productive but warming river mainstems to cool but food-limited tributaries, aquatic insect migrations could enhance resilience to cool-water predators in warming river networks.",2015,2/7/2024 6:49,2024-02-07T06:49:21Z,2/17/2022 18:09,1012-1020,,10,18,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/ele.12483,,,,Aquatic insect; ERCZO; ecological resilience; food web; landscape; migration; river network; salmonid; spatial connectivity; subsidy; warming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JDEIBAER,journalArticle,2016,"Butterfield, Cristina N.; Li, Zhou; Andeer, Peter F.; Spaulding, Susan; Thomas, Brian C.; Singh, Andrea; Hettich, Robert L.; Suttle, Kenwyn B.; Probst, Alexander J.; Tringe, Susannah G.; Northen, Trent; Pan, Chongle; Banfield, Jillian F.",Proteogenomic analyses indicate bacterial methylotrophy and archaeal heterotrophy are prevalent below the grass root zone,PeerJ,,2167-8359,10.7717/peerj.2687,https://peerj.com/articles/2687,"Annually, half of all plant-derived carbon is added to soil where it is microbially respired to CO2. However, understanding of the microbiology of this process is limited because most culture-independent methods cannot link metabolic processes to the organisms present, and this link to causative agents is necessary to predict the results of perturbations on the system. We collected soil samples at two sub-root depths (10–20 cm and 30–40 cm) before and after a rainfall-driven nutrient perturbation event in a Northern California grassland that experiences a Mediterranean climate. From ten samples, we reconstructed 198 metagenome-assembled genomes that represent all major phylotypes. We also quantified 6,835 proteins and 175 metabolites and showed that after the rain event the concentrations of many sugars and amino acids approach zero at the base of the soil profile. Unexpectedly, the genomes of novel members of the Gemmatimonadetes and Candidate Phylum Rokubacteria phyla encode pathways for methylotrophy. We infer that these abundant organisms contribute substantially to carbon turnover in the soil, given that methylotrophy proteins were among the most abundant proteins in the proteome. Previously undescribed Bathyarchaeota and Thermoplasmatales archaea are abundant in deeper soil horizons and are inferred to contribute appreciably to aromatic amino acid degradation. Many of the other bacteria appear to breakdown other components of plant biomass, as evidenced by the prevalence of various sugar and amino acid transporters and corresponding hydrolyzing machinery in the proteome. Overall, our work provides organism-resolved insight into the spatial distribution of bacteria and archaea whose activities combine to degrade plant-derived organics, limiting the transport of methanol, amino acids and sugars into underlying weathered rock. The new insights into the soil carbon cycle during an intense period of carbon turnover, including biogeochemical roles to previously little known soil microbes, were made possible via the combination of metagenomics, proteomics, and metabolomics.",11/8/2016,2/7/2024 6:49,2024-02-07T06:49:21Z,2/15/2022 20:16,e2687,,,4,,PeerJ,,,,,,,,en,,,,,peerj.com,,Publisher: PeerJ Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDRKGSHH,journalArticle,2016,"Ferrier, Ken L.; Riebe, Clifford S.; Jesse Hahm, W.",Testing for supply-limited and kinetic-limited chemical erosion in field measurements of regolith production and chemical depletion,"Geochemistry, Geophysics, Geosystems",,1525-2027,10.1002/2016GC006273,https://onlinelibrary.wiley.com/doi/abs/10.1002/2016GC006273,"Chemical erosion contributes solutes to oceans, influencing atmospheric CO2 and thus global climate via the greenhouse effect. Quantifying how chemical erosion rates vary with climate and tectonics is therefore vital to understanding feedbacks that have maintained Earth's environment within a habitable range over geologic time. If chemical erosion rates are strongly influenced by the availability of fresh minerals for dissolution, then there should be strong connections between climate, which is modulated by chemical erosion, and tectonic uplift, which supplies fresh minerals to Earth's surface. This condition, referred to as supply-limited chemical erosion, implies strong tectonic control of chemical erosion rates. It differs from kinetic-limited chemical erosion, in which dissolution kinetics and thus climatic factors are the dominant regulators of chemical erosion rates. Here we present a statistical method for determining whether chemical erosion of silicate-rich bedrock is supply limited or kinetic limited, as an approach for revealing the relative importance of tectonics and climate in Earth's silicate weathering thermostat. We applied this method to published data sets of mineral supply rates and regolith chemical depletion and were unable to reject the null hypothesis that chemical erosion is supply limited in 8 of 16 cases. In seven of the remaining eight cases, we found behavior that is closer to supply limited than kinetic limited, suggesting that tectonics may often dominate over climate in regulating chemical erosion rates. However, statistical power analysis shows that new measurements across a wider range of supply rates are needed to help quantify feedbacks between climate and tectonics in Earth's long-term climatic evolution.",2016,2/7/2024 6:49,2024-02-07T06:49:21Z,2/15/2022 20:17,2270-2285,,6,17,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/2016GC006273,,,,,chemical erosion; climate; kinetic-limited; supply-limited; tectonics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6VWRC6XA,journalArticle,2016,"Lubchenco, Jane",Robert Treat Paine (1933–2016),Nature,,"0028-0836, 1476-4687",10.1038/535356a,http://www.nature.com/articles/535356a,,2016-07,2/7/2024 6:49,2024-02-07T06:49:21Z,2/22/2022 20:50,356-356,,7612,535,,Nature,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W3H6C8AY,thesis,2017,"Bouma-Gregson, Keith","The Ecology of Benthic Toxigenic Anabaena and Phormidium (Cyanobacteria) in the Eel River, California",,,,,https://escholarship.org/uc/item/1z3313kj,"Cyanobacteria are ubiquitous in aquatic ecosystems across the earth. In many environments they are present at low abundances, however under certain environmental conditions cyanobacteria bloom and become one of the dominant organisms in an waterbody, degrading aquatic food webs and water quality. Cyanobacteria evolved over 2 billion years ago, and cyanobacterial harmful algal blooms (cyanoHABs) have been documented for decades. Of particular concern is the production of cyanotoxins, secondary metabolites toxic to humans and other organisms, by certain strains of cyanobacteria. Most research of cyanoHABs has been of planktonic blooms in lakes or estuaries, and cyanotoxin production by benthic cyanobacteria in rivers has been more recent, but in many rivers benthic cyanobacteria are the primary source of cyanotoxins. With field surveys and monitoring, manipulative field experiments, and genome-resolved metagenomics, this dissertation investigated the ecology of benthic cyanobacteria in the Eel River, California.Like most coastal rivers in Northern California, the Eel River is in a Mediterranean climate. During the seasonal summer drought rivers become shallow, slow flowing, and warm, excellent habitat for benthic algal production. Non-toxic benthic algae are consumed by vertebrate and invertebrate grazers and are foundational to the aquatic summer food web. However, these benthic algal assemblages can tip towards toxicity when cyanobacteria begin to dominate the assemblage. Over a dozen dogs have died in the Eel River since the year 2000 due to ingesting cyanobacteria. Neighboring watersheds have also experienced dog deaths from cyanotoxin poisoning, and benthic cyanobacterial mats are an increasing public health concern in multiple Northern California rivers. Prior to this dissertation there were few data on the distribution and ecology of benthic toxigenic cyanobacteria in California rivers. During the summers of 2013-2015, I documented spatial and temporal patterns of cyanobacterial occurrence and cyanotoxin concentrations in the watershed, showing widespread distribution of anatoxin-a produced by benthic cyanobacteria. Solid phase adsorption toxin tracking (SPATT) samplers were deployed weekly to record dissolved microcystin and anatoxin-a levels at 10 sites throughout the watershed, and 187 cyanobacterial mat samples were collected from 31 sites to measure intracellular anatoxin-a and microcystins. Anatoxin-a levels were higher than microcystin for both SPATT and cyanobacterial mat samples. Species of benthic Anabaena and Phormidium were frequently found to produce cyanotoxins in the Eel watershed. Of the benthic mats sampled, 50% had detectable anatoxin-a (mean µg g-1 DW= 1.71, max= 70.93), while 24% had detectable microcystins (mean µg g-1 DW= 0.067, max= 2.29). SPATT cyanotoxin levels peaked in mid-summer in warm mainstem reaches of the watershed. This is one of the first documentations of widespread anatoxin-a occurrence and anatoxin-a production by benthic cyanobacterial mats in a North American watershed.Field experiments were used to study the buoyancy of benthic Anabaena spp. mats to understand implications for Anabaena dispersal. Experiments addressed oxygen bubble production and dissolution on the buoyancy of Anabaena dominated benthic mats in response to light exposure. Samples of Anabaena dominated mats were harvested from the South Fork Eel River and placed in settling columns to measure floating and sinking velocities, or deployed into in situ ambient and low light treatments to measure the effect of light on flotation. Floating and sinking occurred within minutes and were driven by oxygen bubbles produced during photosynthesis, rather than intracellular changes in carbohydrates or gas vesicles. Light experiment results showed that in a natural ambient light regime, mats remained floating for at least 4 days, while in low light mats begin to sink in &lt;24 hours. The ability of Anabaena mats to maintain their buoyancy will markedly increase their downstream dispersal distances. Increased buoyancy also allows toxin-containing mats to collect along shorelines, increasing threats to human and animal public health.Within cyanobacterial mats are a consortia of microbes interacting together to process and exchange molecules to maintain their growth. Currently, little is known about the diversity of the biosynthetic capacities of cyanobacterial species and associated microbes in freshwater benthic mats in rivers. I sampled 22 Phormidium mats collected across the Eel River network and used genome-resolved metagenomics to 1) investigate cyanobacterial and co-occurring microbial assemblage diversity, 2) probe their metabolic potential, and 3) evaluate their capacities for toxin production. From the genomes of seven strains from one species group we describe the first anatoxin-a operon from the genus Phormidium. Importantly, community composition within the mat appears to be associated with the presence of cyanobacteria capable of producing anatoxin-a. Bacteroidetes, Proteobacteria, and novel Verrucomicrobia dominated the microbial assemblages. Interestingly, some mats also contained Candidate Phylum Kapabacteria and Candidate Phyla Radiation bacteria from Absconditabacteria (SR1), Parcubacteria (OD1) and Doudnabacteria (SM2F11). Although the majority of genomes were unique to a particular sample, metabolic diversity was low across samples. In addition to oxygenic photosynthesis and carbon respiration, metabolic capacities include aerobic anoxygenic photosynthesis, sulfur compound oxidation and breakdown of urea. These results show the importance of organic carbon and nitrogen to energy flow and nutrient cycling within mats and the interactions between potential anatoxin-a production and microbial assemblage composition.By combining watershed-scale observations, field experiments, and genomic analyses this dissertation provides novel information about the ecology of toxigenic benthic cyanobacteria in California rivers. Comprehensive knowledge of the ecology of benthic cyanobacteria is necessary to understand it’s impacts to public and ecosystem health and to better predict where and when blooms might occur in rivers.",2017,2/7/2024 6:49,2024-02-07T06:49:21Z,2/22/2022 20:52,,,,,,,,,,,,UC Berkeley,,en,,,,,escholarship.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7YQMMA6C,journalArticle,2017,"Brantley, Susan L.; Eissenstat, David M.; Marshall, Jill A.; Godsey, Sarah E.; Balogh-Brunstad, Zsuzsanna; Karwan, Diana L.; Papuga, Shirley A.; Roering, Joshua; Dawson, Todd E.; Evaristo, Jaivime; Chadwick, Oliver; McDonnell, Jeffrey J.; Weathers, Kathleen C.",Reviews and syntheses: on the roles trees play in building and plumbing the critical zone,Biogeosciences,,1726-4170,10.5194/bg-14-5115-2017,https://bg.copernicus.org/articles/14/5115/2017/,"<p><strong class=""journal-contentHeaderColor"">Abstract.</strong> Trees, the most successful biological power plants on earth, build and plumb the critical zone (CZ) in ways that we do not yet understand. To encourage exploration of the character and implications of interactions between trees and soil in the CZ, we propose nine hypotheses that can be tested at diverse settings. The hypotheses are roughly divided into those about the architecture (building) and those about the water (plumbing) in the CZ, but the two functions are intertwined. Depending upon one's disciplinary background, many of the nine hypotheses listed below may appear obviously true or obviously false. (1) Tree roots can only physically penetrate and biogeochemically comminute the immobile substrate underlying mobile soil where that underlying substrate is fractured or pre-weathered. (2) In settings where the thickness of weathered material, <i>H</i>, is large, trees primarily shape the CZ through biogeochemical reactions within the rooting zone. (3) In forested uplands, the thickness of mobile soil, <i>h</i>, can evolve toward a steady state because of feedbacks related to root disruption and tree throw. (4) In settings where <i>h</i>&thinsp;≪&thinsp;<i>H</i> and the rates of uplift and erosion are low, the uptake of phosphorus into trees is buffered by the fine-grained fraction of the soil, and the ultimate source of this phosphorus is dust. (5) In settings of limited water availability, trees maintain the highest length density of functional roots at depths where water can be extracted over most of the growing season with the least amount of energy expenditure. (6) Trees grow the majority of their roots in the zone where the most growth-limiting resource is abundant, but they also grow roots at other depths to forage for other resources and to hydraulically redistribute those resources to depths where they can be taken up more efficiently. (7) Trees rely on matrix water in the unsaturated zone that at times may have an isotopic composition distinct from the gravity-drained water that transits from the hillslope to groundwater and streamflow. (8) Mycorrhizal fungi can use matrix water directly, but trees can only use this water by accessing it indirectly through the fungi. (9) Even trees growing well above the valley floor of a catchment can directly affect stream chemistry where changes in permeability near the rooting zone promote intermittent zones of water saturation and downslope flow of water to the stream. By testing these nine hypotheses, we will generate important new cross-disciplinary insights that advance CZ science.</p>",11/17/2017,2/7/2024 6:49,2024-02-07T06:49:21Z,2/15/2022 19:57,5115-5142,,22,14,,,Reviews and syntheses,,,,,,,English,,,,,bg.copernicus.org,,Publisher: Copernicus GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APADDYIM,journalArticle,2017,"Bouma-Gregson, Keith; Power, Mary E.; Bormans, Myriam",Rise and fall of toxic benthic freshwater cyanobacteria (Anabaena spp.) in the Eel river: Buoyancy and dispersal,Harmful Algae,,1568-9883,10.1016/j.hal.2017.05.007,https://www.sciencedirect.com/science/article/pii/S1568988317300434,"Benthic cyanobacteria in rivers produce cyanotoxins and affect aquatic food webs, but knowledge of their ecology lags behind planktonic cyanobacteria. The buoyancy of benthic Anabaena spp. mats was studied to understand implications for Anabaena dispersal in the Eel River, California. Field experiments were used to investigate the effects of oxygen bubble production and dissolution on the buoyancy of Anabaena dominated benthic mats in response to light exposure. Samples of Anabaena dominated mats were harvested from the South Fork Eel River and placed in settling columns to measure floating and sinking velocities, or deployed into in situ ambient and low light treatments to measure the effect of light on flotation. Floating and sinking occurred within minutes and were driven by oxygen bubbles produced during photosynthesis, rather than intracellular changes in carbohydrates or gas vesicles. Light experiment results showed that in a natural ambient light regime, mats remained floating for at least 4days, while in low light mats begin to sink in <24h. Floating Anabaena samples were collected from five sites in the watershed and found to contain the cyanotoxins anatoxin-a and microcystin, with higher concentrations of anatoxin-a (median 560, max 30,693ng/gDW) than microcystin (median 30, max 37ng/gDW). The ability of Anabaena mats to maintain their buoyancy will markedly increase their downstream dispersal distances. Increased buoyancy also allows toxin-containing mats to collect along shorelines, increasing threats to human and animal public health.",6/1/2017,2/7/2024 6:49,2024-02-07T06:49:21Z,2/15/2022 19:57,79-87,,,66,,Harmful Algae,Rise and fall of toxic benthic freshwater cyanobacteria (Anabaena spp.) in the Eel river,,,,,,,en,,,,,ScienceDirect,,,,,,Anatoxin-a; Benthic cyanobacteria; Buoyancy; Dispersal; ERCZO; Harmful algal bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
